,NAME,B07011_001E,state,county,tract,tractid,quantile_category
42,"Census Tract 1707.02, Suffolk County, Massachusetts",26046,25,025,170702,25025170702,1
43,"Census Tract 9004, Berkshire County, Massachusetts",25677,25,003,900400,25003900400,1
44,"Census Tract 9005, Berkshire County, Massachusetts",33467,25,003,900500,25003900500,2
45,"Census Tract 9006, Berkshire County, Massachusetts",16957,25,003,900600,25003900600,1
46,"Census Tract 9231, Berkshire County, Massachusetts",35631,25,003,923100,25003923100,3
47,"Census Tract 9241, Berkshire County, Massachusetts",30488,25,003,924100,25003924100,2
48,"Census Tract 9001, Berkshire County, Massachusetts",15607,25,003,900100,25003900100,1
49,"Census Tract 9141, Berkshire County, Massachusetts",31492,25,003,914100,25003914100,2
50,"Census Tract 9261, Berkshire County, Massachusetts",31887,25,003,926100,25003926100,2
51,"Census Tract 9214, Berkshire County, Massachusetts",19369,25,003,921400,25003921400,1
52,"Census Tract 9007, Berkshire County, Massachusetts",29375,25,003,900700,25003900700,2
53,"Census Tract 9111, Berkshire County, Massachusetts",37656,25,003,911100,25003911100,3
54,"Census Tract 9221, Berkshire County, Massachusetts",24861,25,003,922100,25003922100,1
55,"Census Tract 9223, Berkshire County, Massachusetts",29466,25,003,922300,25003922300,2
56,"Census Tract 9311, Berkshire County, Massachusetts",29461,25,003,931100,25003931100,2
57,"Census Tract 9313, Berkshire County, Massachusetts",28565,25,003,931300,25003931300,2
58,"Census Tract 9314, Berkshire County, Massachusetts",34909,25,003,931400,25003931400,2
59,"Census Tract 9332, Berkshire County, Massachusetts",34375,25,003,933200,25003933200,2
60,"Census Tract 9334, Berkshire County, Massachusetts",33214,25,003,933400,25003933400,2
61,"Census Tract 5061.02, Plymouth County, Massachusetts",40219,25,023,506102,25023506102,3
62,"Census Tract 5104, Plymouth County, Massachusetts",24805,25,023,510400,25023510400,1
63,"Census Tract 5114, Plymouth County, Massachusetts",28320,25,023,511400,25023511400,2
64,"Census Tract 5202.02, Plymouth County, Massachusetts",38028,25,023,520202,25023520202,3
65,"Census Tract 5211.01, Plymouth County, Massachusetts",36964,25,023,521101,25023521101,3
66,"Census Tract 5232.01, Plymouth County, Massachusetts",36813,25,023,523201,25023523201,3
67,"Census Tract 5441, Plymouth County, Massachusetts",36687,25,023,544100,25023544100,3
68,"Census Tract 5452, Plymouth County, Massachusetts",30788,25,023,545200,25023545200,2
69,"Census Tract 5601, Plymouth County, Massachusetts",45325,25,023,560100,25023560100,4
70,"Census Tract 5051.02, Plymouth County, Massachusetts",51992,25,023,505102,25023505102,4
71,"Census Tract 5071.04, Plymouth County, Massachusetts",50084,25,023,507104,25023507104,4
72,"Census Tract 5221.01, Plymouth County, Massachusetts",40520,25,023,522101,25023522101,3
73,"Census Tract 5451, Plymouth County, Massachusetts",36277,25,023,545100,25023545100,3
74,"Census Tract 5108, Plymouth County, Massachusetts",22279,25,023,510800,25023510800,1
75,"Census Tract 5052, Plymouth County, Massachusetts",48288,25,023,505200,25023505200,4
76,"Census Tract 5106, Plymouth County, Massachusetts",39549,25,023,510600,25023510600,3
77,"Census Tract 5212.02, Plymouth County, Massachusetts",36939,25,023,521202,25023521202,3
78,"Census Tract 5062.02, Plymouth County, Massachusetts",38537,25,023,506202,25023506202,3
79,"Census Tract 5081.02, Plymouth County, Massachusetts",45591,25,023,508102,25023508102,4
80,"Census Tract 5113.02, Plymouth County, Massachusetts",28438,25,023,511302,25023511302,2
81,"Census Tract 2104, Essex County, Massachusetts",31869,25,009,210400,25009210400,2
82,"Census Tract 2105, Essex County, Massachusetts",32271,25,009,210500,25009210500,2
83,"Census Tract 2131, Essex County, Massachusetts",53906,25,009,213100,25009213100,4
84,"Census Tract 2171, Essex County, Massachusetts",36528,25,009,217100,25009217100,3
85,"Census Tract 2232, Essex County, Massachusetts",35021,25,009,223200,25009223200,2
86,"Census Tract 4091.01, Norfolk County, Massachusetts",36949,25,021,409101,25021409101,3
87,"Census Tract 4153, Norfolk County, Massachusetts",54161,25,021,415300,25021415300,4
88,"Census Tract 4174, Norfolk County, Massachusetts",42277,25,021,417400,25021417400,3
89,"Census Tract 9353, Berkshire County, Massachusetts",24978,25,003,935300,25003935300,1
90,"Census Tract 509.01, Suffolk County, Massachusetts",22862,25,025,050901,25025050901,1
91,"Census Tract 511.01, Suffolk County, Massachusetts",28450,25,025,051101,25025051101,2
92,"Census Tract 601.01, Suffolk County, Massachusetts",62545,25,025,060101,25025060101,4
93,"Census Tract 603.01, Suffolk County, Massachusetts",60598,25,025,060301,25025060301,4
94,"Census Tract 605.01, Suffolk County, Massachusetts",67474,25,025,060501,25025060501,4
95,"Census Tract 611.01, Suffolk County, Massachusetts",11750,25,025,061101,25025061101,1
96,"Census Tract 701.01, Suffolk County, Massachusetts",42019,25,025,070101,25025070101,3
97,"Census Tract 704.02, Suffolk County, Massachusetts",15799,25,025,070402,25025070402,1
98,"Census Tract 711.01, Suffolk County, Massachusetts",45000,25,025,071101,25025071101,4
99,"Census Tract 712.01, Suffolk County, Massachusetts",24896,25,025,071201,25025071201,1
100,"Census Tract 7104, Worcester County, Massachusetts",26492,25,027,710400,25027710400,1
101,"Census Tract 7131, Worcester County, Massachusetts",37174,25,027,713100,25027713100,3
102,"Census Tract 7161, Worcester County, Massachusetts",41148,25,027,716100,25027716100,3
103,"Census Tract 7231, Worcester County, Massachusetts",30979,25,027,723100,25027723100,2
104,"Census Tract 7309.02, Worcester County, Massachusetts",16426,25,027,730902,25027730902,1
105,"Census Tract 7314, Worcester County, Massachusetts",15983,25,027,731400,25027731400,1
106,"Census Tract 7316, Worcester County, Massachusetts",10833,25,027,731600,25027731600,1
107,"Census Tract 7361, Worcester County, Massachusetts",38287,25,027,736100,25027736100,3
108,"Census Tract 7373, Worcester County, Massachusetts",33571,25,027,737300,25027737300,2
109,"Census Tract 7393, Worcester County, Massachusetts",42257,25,027,739300,25027739300,3
110,"Census Tract 7110, Worcester County, Massachusetts",19823,25,027,711000,25027711000,1
111,"Census Tract 7001, Worcester County, Massachusetts",40300,25,027,700100,25027700100,3
112,"Census Tract 7022, Worcester County, Massachusetts",31869,25,027,702200,25027702200,2
113,"Census Tract 7042, Worcester County, Massachusetts",30817,25,027,704200,25027704200,2
114,"Census Tract 7081, Worcester County, Massachusetts",50632,25,027,708100,25027708100,4
115,"Census Tract 7107, Worcester County, Massachusetts",13769,25,027,710700,25027710700,1
116,"Census Tract 7251, Worcester County, Massachusetts",35955,25,027,725100,25027725100,3
117,"Census Tract 7111, Worcester County, Massachusetts",24184,25,027,711100,25027711100,1
118,"Census Tract 7191, Worcester County, Massachusetts",43408,25,027,719100,25027719100,3
119,"Census Tract 7261, Worcester County, Massachusetts",34932,25,027,726100,25027726100,2
120,"Census Tract 7302, Worcester County, Massachusetts",39167,25,027,730200,25027730200,3
121,"Census Tract 7303, Worcester County, Massachusetts",27148,25,027,730300,25027730300,2
122,"Census Tract 7305, Worcester County, Massachusetts",31477,25,027,730500,25027730500,2
123,"Census Tract 7318, Worcester County, Massachusetts",15703,25,027,731800,25027731800,1
124,"Census Tract 7325, Worcester County, Massachusetts",20918,25,027,732500,25027732500,1
125,"Census Tract 7352, Worcester County, Massachusetts",37675,25,027,735200,25027735200,3
126,"Census Tract 7423, Worcester County, Massachusetts",42875,25,027,742300,25027742300,3
127,"Census Tract 7443, Worcester County, Massachusetts",27222,25,027,744300,25027744300,2
128,"Census Tract 7444, Worcester County, Massachusetts",38223,25,027,744400,25027744400,3
129,"Census Tract 2610, Essex County, Massachusetts",34282,25,009,261000,25009261000,2
130,"Census Tract 2611.02, Essex County, Massachusetts",30272,25,009,261102,25009261102,2
131,"Census Tract 2661, Essex County, Massachusetts",49005,25,009,266100,25009266100,4
132,"Census Tract 2683, Essex County, Massachusetts",45995,25,009,268300,25009268300,4
133,"Census Tract 2042, Essex County, Massachusetts",25137,25,009,204200,25009204200,1
134,"Census Tract 2052, Essex County, Massachusetts",37787,25,009,205200,25009205200,3
135,"Census Tract 2061, Essex County, Massachusetts",19634,25,009,206100,25009206100,1
136,"Census Tract 2064, Essex County, Massachusetts",28261,25,009,206400,25009206400,2
137,"Census Tract 2067, Essex County, Massachusetts",25779,25,009,206700,25009206700,1
138,"Census Tract 2092, Essex County, Massachusetts",52813,25,009,209200,25009209200,4
139,"Census Tract 2113, Essex County, Massachusetts",40094,25,009,211300,25009211300,3
140,"Census Tract 2173, Essex County, Massachusetts",31321,25,009,217300,25009217300,2
141,"Census Tract 2216, Essex County, Massachusetts",26790,25,009,221600,25009221600,1
142,"Census Tract 2501, Essex County, Massachusetts",17971,25,009,250100,25009250100,1
143,"Census Tract 2502, Essex County, Massachusetts",19613,25,009,250200,25009250200,1
144,"Census Tract 2505, Essex County, Massachusetts",20795,25,009,250500,25009250500,1
145,"Census Tract 2506, Essex County, Massachusetts",21606,25,009,250600,25009250600,1
146,"Census Tract 2510, Essex County, Massachusetts",15160,25,009,251000,25009251000,1
147,"Census Tract 2511, Essex County, Massachusetts",14873,25,009,251100,25009251100,1
148,"Census Tract 2525.01, Essex County, Massachusetts",30868,25,009,252501,25009252501,2
149,"Census Tract 2532.04, Essex County, Massachusetts",58822,25,009,253204,25009253204,4
150,"Census Tract 2603.02, Essex County, Massachusetts",38125,25,009,260302,25009260302,3
151,"Census Tract 2671.01, Essex County, Massachusetts",32620,25,009,267101,25009267101,2
152,"Census Tract 2671.02, Essex County, Massachusetts",30966,25,009,267102,25009267102,2
153,"Census Tract 2684, Essex County, Massachusetts",54521,25,009,268400,25009268400,4
154,"Census Tract 2701, Essex County, Massachusetts",37642,25,009,270100,25009270100,3
155,"Census Tract 2543.01, Essex County, Massachusetts",60734,25,009,254301,25009254301,4
156,"Census Tract 2604.01, Essex County, Massachusetts",34773,25,009,260401,25009260401,2
157,"Census Tract 2054, Essex County, Massachusetts",46275,25,009,205400,25009205400,4
158,"Census Tract 2072, Essex County, Massachusetts",24422,25,009,207200,25009207200,1
159,"Census Tract 2102, Essex County, Massachusetts",40639,25,009,210200,25009210200,3
160,"Census Tract 2111, Essex County, Massachusetts",35700,25,009,211100,25009211100,3
161,"Census Tract 2181, Essex County, Massachusetts",46627,25,009,218100,25009218100,4
162,"Census Tract 6451.02, Bristol County, Massachusetts",32282,25,005,645102,25005645102,2
163,"Census Tract 6502.01, Bristol County, Massachusetts",32936,25,005,650201,25005650201,2
164,"Census Tract 6502.02, Bristol County, Massachusetts",30625,25,005,650202,25005650202,2
165,"Census Tract 6510.02, Bristol County, Massachusetts",32935,25,005,651002,25005651002,2
166,"Census Tract 6513, Bristol County, Massachusetts",18193,25,005,651300,25005651300,1
167,"Census Tract 6524, Bristol County, Massachusetts",23366,25,005,652400,25005652400,1
168,"Census Tract 6531.02, Bristol County, Massachusetts",31603,25,005,653102,25005653102,2
169,"Census Tract 6101, Bristol County, Massachusetts",41661,25,005,610100,25005610100,3
170,"Census Tract 6140, Bristol County, Massachusetts",21657,25,005,614000,25005614000,1
171,"Census Tract 6303, Bristol County, Massachusetts",37464,25,005,630300,25005630300,3
172,"Census Tract 6314, Bristol County, Massachusetts",22927,25,005,631400,25005631400,1
173,"Census Tract 2504, Essex County, Massachusetts",12185,25,009,250400,25009250400,1
174,"Census Tract 2509, Essex County, Massachusetts",15750,25,009,250900,25009250900,1
175,"Census Tract 2512, Essex County, Massachusetts",13364,25,009,251200,25009251200,1
176,"Census Tract 2525.02, Essex County, Massachusetts",34231,25,009,252502,25009252502,2
177,"Census Tract 2543.02, Essex County, Massachusetts",58514,25,009,254302,25009254302,4
178,"Census Tract 2544.02, Essex County, Massachusetts",76225,25,009,254402,25009254402,4
179,"Census Tract 2603.01, Essex County, Massachusetts",37652,25,009,260301,25009260301,3
180,"Census Tract 9342, Berkshire County, Massachusetts",31765,25,003,934200,25003934200,2
181,"Census Tract 9008, Berkshire County, Massachusetts",42253,25,003,900800,25003900800,3
182,"Census Tract 9131, Berkshire County, Massachusetts",38841,25,003,913100,25003913100,3
183,"Census Tract 9222, Berkshire County, Massachusetts",31981,25,003,922200,25003922200,2
184,"Census Tract 9323, Berkshire County, Massachusetts",34120,25,003,932300,25003932300,2
185,"Census Tract 9333, Berkshire County, Massachusetts",35877,25,003,933300,25003933300,3
186,"Census Tract 9009, Berkshire County, Massachusetts",31950,25,003,900900,25003900900,2
187,"Census Tract 3271.03, Middlesex County, Massachusetts",41591,25,017,327103,25017327103,3
188,"Census Tract 3313, Middlesex County, Massachusetts",45719,25,017,331300,25017331300,4
189,"Census Tract 3351, Middlesex County, Massachusetts",49850,25,017,335100,25017335100,4
190,"Census Tract 3363, Middlesex County, Massachusetts",56027,25,017,336300,25017336300,4
191,"Census Tract 3373, Middlesex County, Massachusetts",43083,25,017,337300,25017337300,3
192,"Census Tract 3384, Middlesex County, Massachusetts",76167,25,017,338400,25017338400,4
193,"Census Tract 3394, Middlesex County, Massachusetts",37075,25,017,339400,25017339400,3
194,"Census Tract 3395, Middlesex County, Massachusetts",30795,25,017,339500,25017339500,2
195,"Census Tract 3104, Middlesex County, Massachusetts",17879,25,017,310400,25017310400,1
196,"Census Tract 3111, Middlesex County, Massachusetts",20649,25,017,311100,25017311100,1
197,"Census Tract 3114, Middlesex County, Massachusetts",24073,25,017,311400,25017311400,1
198,"Census Tract 3172.03, Middlesex County, Massachusetts",50121,25,017,317203,25017317203,4
199,"Census Tract 3131.01, Middlesex County, Massachusetts",49783,25,017,313101,25017313101,4
200,"Census Tract 3171.02, Middlesex County, Massachusetts",48550,25,017,317102,25017317102,4
201,"Census Tract 3213, Middlesex County, Massachusetts",31338,25,017,321300,25017321300,2
202,"Census Tract 914, Suffolk County, Massachusetts",21729,25,025,091400,25025091400,1
203,"Census Tract 112, Barnstable County, Massachusetts",37980,25,001,011200,25001011200,3
204,"Census Tract 114, Barnstable County, Massachusetts",33657,25,001,011400,25001011400,2
205,"Census Tract 131, Barnstable County, Massachusetts",40269,25,001,013100,25001013100,3
206,"Census Tract 141, Barnstable County, Massachusetts",31154,25,001,014100,25001014100,2
207,"Census Tract 106, Barnstable County, Massachusetts",35699,25,001,010600,25001010600,3
208,"Census Tract 146, Barnstable County, Massachusetts",37152,25,001,014600,25001014600,3
209,"Census Tract 107, Barnstable County, Massachusetts",32104,25,001,010700,25001010700,2
210,"Census Tract 111, Barnstable County, Massachusetts",37654,25,001,011100,25001011100,3
211,"Census Tract 113, Barnstable County, Massachusetts",33813,25,001,011300,25001011300,2
212,"Census Tract 116, Barnstable County, Massachusetts",30223,25,001,011600,25001011600,2
213,"Census Tract 122, Barnstable County, Massachusetts",41812,25,001,012200,25001012200,3
214,"Census Tract 133, Barnstable County, Massachusetts",31580,25,001,013300,25001013300,2
215,"Census Tract 105, Barnstable County, Massachusetts",30582,25,001,010500,25001010500,2
216,"Census Tract 7574, Worcester County, Massachusetts",29911,25,027,757400,25027757400,2
217,"Census Tract 7011, Worcester County, Massachusetts",30881,25,027,701100,25027701100,2
218,"Census Tract 7033, Worcester County, Massachusetts",32652,25,027,703300,25027703300,2
219,"Census Tract 7094, Worcester County, Massachusetts",20670,25,027,709400,25027709400,1
220,"Census Tract 7096, Worcester County, Massachusetts",28482,25,027,709600,25027709600,2
221,"Census Tract 7108, Worcester County, Massachusetts",14617,25,027,710800,25027710800,1
222,"Census Tract 7221, Worcester County, Massachusetts",32964,25,027,722100,25027722100,2
223,"Census Tract 7284, Worcester County, Massachusetts",46599,25,027,728400,25027728400,4
224,"Census Tract 7306, Worcester County, Massachusetts",23685,25,027,730600,25027730600,1
225,"Census Tract 7319, Worcester County, Massachusetts",21178,25,027,731900,25027731900,1
226,"Census Tract 7320.01, Worcester County, Massachusetts",13065,25,027,732001,25027732001,1
227,"Census Tract 7322.02, Worcester County, Massachusetts",31976,25,027,732202,25027732202,2
228,"Census Tract 7327, Worcester County, Massachusetts",19106,25,027,732700,25027732700,1
229,"Census Tract 7363, Worcester County, Massachusetts",36278,25,027,736300,25027736300,3
230,"Census Tract 7381, Worcester County, Massachusetts",43932,25,027,738100,25027738100,4
231,"Census Tract 7395, Worcester County, Massachusetts",46841,25,027,739500,25027739500,4
232,"Census Tract 7402, Worcester County, Massachusetts",43264,25,027,740200,25027740200,3
233,"Census Tract 7431, Worcester County, Massachusetts",55897,25,027,743100,25027743100,4
234,"Census Tract 7492, Worcester County, Massachusetts",35616,25,027,749200,25027749200,3
235,"Census Tract 7501, Worcester County, Massachusetts",32716,25,027,750100,25027750100,2
236,"Census Tract 7503, Worcester County, Massachusetts",29063,25,027,750300,25027750300,2
237,"Census Tract 7542, Worcester County, Massachusetts",23188,25,027,754200,25027754200,1
238,"Census Tract 7544, Worcester County, Massachusetts",31062,25,027,754400,25027754400,2
239,"Census Tract 7575, Worcester County, Massachusetts",33646,25,027,757500,25027757500,2
240,"Census Tract 7312.02, Worcester County, Massachusetts",3099,25,027,731202,25027731202,1
241,"Census Tract 7362, Worcester County, Massachusetts",35956,25,027,736200,25027736200,3
242,"Census Tract 7364, Worcester County, Massachusetts",39017,25,027,736400,25027736400,3
243,"Census Tract 7365, Worcester County, Massachusetts",35649,25,027,736500,25027736500,3
244,"Census Tract 7394, Worcester County, Massachusetts",43855,25,027,739400,25027739400,3
245,"Census Tract 7061, Worcester County, Massachusetts",41069,25,027,706100,25027706100,3
246,"Census Tract 7103, Worcester County, Massachusetts",36536,25,027,710300,25027710300,3
247,"Census Tract 7091, Worcester County, Massachusetts",33706,25,027,709100,25027709100,2
248,"Census Tract 7092.02, Worcester County, Massachusetts",26563,25,027,709202,25027709202,1
249,"Census Tract 7097.02, Worcester County, Massachusetts",29221,25,027,709702,25027709702,2
250,"Census Tract 7162, Worcester County, Massachusetts",29000,25,027,716200,25027716200,2
251,"Census Tract 7163, Worcester County, Massachusetts",31314,25,027,716300,25027716300,2
252,"Census Tract 7262, Worcester County, Massachusetts",27845,25,027,726200,25027726200,2
253,"Census Tract 7281, Worcester County, Massachusetts",46466,25,027,728100,25027728100,4
254,"Census Tract 7292, Worcester County, Massachusetts",31538,25,027,729200,25027729200,2
255,"Census Tract 7301, Worcester County, Massachusetts",41928,25,027,730100,25027730100,3
256,"Census Tract 7307, Worcester County, Massachusetts",35250,25,027,730700,25027730700,2
257,"Census Tract 7442, Worcester County, Massachusetts",37398,25,027,744200,25027744200,3
258,"Census Tract 7097.01, Worcester County, Massachusetts",30570,25,027,709701,25027709701,2
259,"Census Tract 6417, Bristol County, Massachusetts",27344,25,005,641700,25005641700,2
260,"Census Tract 6419, Bristol County, Massachusetts",23043,25,005,641900,25005641900,1
261,"Census Tract 6519, Bristol County, Massachusetts",13996,25,005,651900,25005651900,1
262,"Census Tract 6541, Bristol County, Massachusetts",32758,25,005,654100,25005654100,2
263,"Census Tract 6552, Bristol County, Massachusetts",28076,25,005,655200,25005655200,2
264,"Census Tract 6441.01, Bristol County, Massachusetts",32207,25,005,644101,25005644101,2
265,"Census Tract 6509, Bristol County, Massachusetts",18157,25,005,650900,25005650900,1
266,"Census Tract 6122, Bristol County, Massachusetts",40691,25,005,612200,25005612200,3
267,"Census Tract 6406, Bristol County, Massachusetts",20405,25,005,640600,25005640600,1
268,"Census Tract 6501.01, Bristol County, Massachusetts",33086,25,005,650101,25005650101,2
269,"Census Tract 6321, Bristol County, Massachusetts",41318,25,005,632100,25005632100,3
270,"Census Tract 6461.01, Bristol County, Massachusetts",30530,25,005,646101,25005646101,2
271,"Census Tract 8015.02, Hampden County, Massachusetts",21875,25,013,801502,25013801502,1
272,"Census Tract 8016.03, Hampden County, Massachusetts",31958,25,013,801603,25013801603,2
273,"Census Tract 8016.04, Hampden County, Massachusetts",33361,25,013,801604,25013801604,2
274,"Census Tract 8026.02, Hampden County, Massachusetts",37337,25,013,802602,25013802602,3
275,"Census Tract 8111.01, Hampden County, Massachusetts",21452,25,013,811101,25013811101,1
276,"Census Tract 8113.01, Hampden County, Massachusetts",29574,25,013,811301,25013811301,2
277,"Census Tract 8114, Hampden County, Massachusetts",10578,25,013,811400,25013811400,1
278,"Census Tract 8003, Hampden County, Massachusetts",28638,25,013,800300,25013800300,2
279,"Census Tract 2161, Essex County, Massachusetts",19120,25,009,216100,25009216100,1
280,"Census Tract 2172.01, Essex County, Massachusetts",42587,25,009,217201,25009217201,3
281,"Census Tract 2174, Essex County, Massachusetts",31962,25,009,217400,25009217400,2
282,"Census Tract 2508, Essex County, Massachusetts",23996,25,009,250800,25009250800,1
283,"Census Tract 2517, Essex County, Massachusetts",24170,25,009,251700,25009251700,1
284,"Census Tract 2518, Essex County, Massachusetts",31813,25,009,251800,25009251800,2
285,"Census Tract 2522.02, Essex County, Massachusetts",40986,25,009,252202,25009252202,3
286,"Census Tract 2526.02, Essex County, Massachusetts",39314,25,009,252602,25009252602,3
287,"Census Tract 2043, Essex County, Massachusetts",20337,25,009,204300,25009204300,1
288,"Census Tract 2051, Essex County, Massachusetts",36634,25,009,205100,25009205100,3
289,"Census Tract 2055, Essex County, Massachusetts",28760,25,009,205500,25009205500,2
290,"Census Tract 2071, Essex County, Massachusetts",24904,25,009,207100,25009207100,1
291,"Census Tract 2081.01, Essex County, Massachusetts",34811,25,009,208101,25009208101,2
292,"Census Tract 2081.02, Essex County, Massachusetts",33347,25,009,208102,25009208102,2
293,"Census Tract 2083, Essex County, Massachusetts",29994,25,009,208300,25009208300,2
294,"Census Tract 2044, Essex County, Massachusetts",37465,25,009,204400,25009204400,3
295,"Census Tract 2066, Essex County, Massachusetts",25971,25,009,206600,25009206600,1
296,"Census Tract 2101, Essex County, Massachusetts",45000,25,009,210100,25009210100,4
297,"Census Tract 2175, Essex County, Massachusetts",40326,25,009,217500,25009217500,3
298,"Census Tract 2221, Essex County, Massachusetts",46319,25,009,222100,25009222100,4
299,"Census Tract 2062, Essex County, Massachusetts",22696,25,009,206200,25009206200,1
300,"Census Tract 2141, Essex County, Massachusetts",48911,25,009,214100,25009214100,4
301,"Census Tract 2507, Essex County, Massachusetts",21872,25,009,250700,25009250700,1
302,"Census Tract 2544.03, Essex County, Massachusetts",60714,25,009,254403,25009254403,4
303,"Census Tract 404.01, Suffolk County, Massachusetts",41992,25,025,040401,25025040401,3
304,"Census Tract 408.01, Suffolk County, Massachusetts",31691,25,025,040801,25025040801,2
305,"Census Tract 501.01, Suffolk County, Massachusetts",22059,25,025,050101,25025050101,1
306,"Census Tract 1708, Suffolk County, Massachusetts",35081,25,025,170800,25025170800,2
307,"Census Tract 1206, Suffolk County, Massachusetts",58253,25,025,120600,25025120600,4
308,"Census Tract 1301, Suffolk County, Massachusetts",49710,25,025,130100,25025130100,4
309,"Census Tract 1402.02, Suffolk County, Massachusetts",32128,25,025,140202,25025140202,2
310,"Census Tract 1603, Suffolk County, Massachusetts",32418,25,025,160300,25025160300,2
311,"Census Tract 1701, Suffolk County, Massachusetts",27106,25,025,170100,25025170100,2
312,"Census Tract 1703, Suffolk County, Massachusetts",34738,25,025,170300,25025170300,2
313,"Census Tract 1802, Suffolk County, Massachusetts",36807,25,025,180200,25025180200,3
314,"Census Tract 1105.01, Suffolk County, Massachusetts",42083,25,025,110501,25025110501,3
315,"Census Tract 1805, Suffolk County, Massachusetts",34275,25,025,180500,25025180500,2
316,"Census Tract 922, Suffolk County, Massachusetts",31811,25,025,092200,25025092200,2
317,"Census Tract 913, Suffolk County, Massachusetts",17895,25,025,091300,25025091300,1
318,"Census Tract 917, Suffolk County, Massachusetts",21392,25,025,091700,25025091700,1
319,"Census Tract 1008, Suffolk County, Massachusetts",41624,25,025,100800,25025100800,3
320,"Census Tract 4.01, Suffolk County, Massachusetts",34107,25,025,000401,25025000401,2
321,"Census Tract 3835.02, Middlesex County, Massachusetts",12334,25,017,383502,25017383502,1
322,"Census Tract 3538, Middlesex County, Massachusetts",59114,25,017,353800,25017353800,4
323,"Census Tract 3541, Middlesex County, Massachusetts",58551,25,017,354100,25017354100,4
324,"Census Tract 3586, Middlesex County, Massachusetts",74143,25,017,358600,25017358600,4
325,"Census Tract 3591, Middlesex County, Massachusetts",53250,25,017,359100,25017359100,4
326,"Census Tract 3651, Middlesex County, Massachusetts",70673,25,017,365100,25017365100,4
327,"Census Tract 3672, Middlesex County, Massachusetts",51953,25,017,367200,25017367200,4
328,"Census Tract 3739, Middlesex County, Massachusetts",84409,25,017,373900,25017373900,4
329,"Census Tract 3821, Middlesex County, Massachusetts",52917,25,017,382100,25017382100,4
330,"Census Tract 3822, Middlesex County, Massachusetts",54007,25,017,382200,25017382200,4
331,"Census Tract 3825, Middlesex County, Massachusetts",50993,25,017,382500,25017382500,4
332,"Census Tract 3835.01, Middlesex County, Massachusetts",30100,25,017,383501,25017383501,2
333,"Census Tract 3385, Middlesex County, Massachusetts",71667,25,017,338500,25017338500,4
334,"Census Tract 3416, Middlesex County, Massachusetts",39746,25,017,341600,25017341600,3
335,"Census Tract 3417, Middlesex County, Massachusetts",31107,25,017,341700,25017341700,2
336,"Census Tract 3418, Middlesex County, Massachusetts",24959,25,017,341800,25017341800,1
337,"Census Tract 3515, Middlesex County, Massachusetts",29977,25,017,351500,25017351500,2
338,"Census Tract 3542, Middlesex County, Massachusetts",82361,25,017,354200,25017354200,4
339,"Census Tract 3549, Middlesex County, Massachusetts",37116,25,017,354900,25017354900,3
340,"Census Tract 3550, Middlesex County, Massachusetts",51563,25,017,355000,25017355000,4
341,"Census Tract 3575, Middlesex County, Massachusetts",56289,25,017,357500,25017357500,4
342,"Census Tract 3576, Middlesex County, Massachusetts",40458,25,017,357600,25017357600,3
343,"Census Tract 3583, Middlesex County, Massachusetts",88208,25,017,358300,25017358300,4
344,"Census Tract 3584, Middlesex County, Massachusetts",48520,25,017,358400,25017358400,4
345,"Census Tract 3631.02, Middlesex County, Massachusetts",52380,25,017,363102,25017363102,4
346,"Census Tract 9215, Berkshire County, Massachusetts",27839,25,003,921500,25003921500,2
347,"Census Tract 9343, Berkshire County, Massachusetts",31912,25,003,934300,25003934300,2
348,"Census Tract 9213, Berkshire County, Massachusetts",17657,25,003,921300,25003921300,1
349,"Census Tract 9002, Berkshire County, Massachusetts",20685,25,003,900200,25003900200,1
350,"Census Tract 9251, Berkshire County, Massachusetts",27169,25,003,925100,25003925100,2
351,"Census Tract 6001, Bristol County, Massachusetts",42830,25,005,600100,25005600100,3
352,"Census Tract 6131, Bristol County, Massachusetts",36492,25,005,613100,25005613100,3
353,"Census Tract 6133, Bristol County, Massachusetts",32689,25,005,613300,25005613300,2
354,"Census Tract 6161, Bristol County, Massachusetts",41803,25,005,616100,25005616100,3
355,"Census Tract 6405, Bristol County, Massachusetts",23771,25,005,640500,25005640500,1
356,"Census Tract 6413, Bristol County, Massachusetts",19641,25,005,641300,25005641300,1
357,"Census Tract 6415, Bristol County, Massachusetts",26423,25,005,641500,25005641500,1
358,"Census Tract 6421, Bristol County, Massachusetts",27323,25,005,642100,25005642100,2
359,"Census Tract 6423, Bristol County, Massachusetts",41410,25,005,642300,25005642300,3
360,"Census Tract 6441.02, Bristol County, Massachusetts",39063,25,005,644102,25005644102,3
361,"Census Tract 6501.02, Bristol County, Massachusetts",29728,25,005,650102,25005650102,2
362,"Census Tract 6508, Bristol County, Massachusetts",19993,25,005,650800,25005650800,1
363,"Census Tract 6512, Bristol County, Massachusetts",18798,25,005,651200,25005651200,1
364,"Census Tract 6516, Bristol County, Massachusetts",29315,25,005,651600,25005651600,2
365,"Census Tract 2606, Essex County, Massachusetts",25962,25,009,260600,25009260600,1
366,"Census Tract 8130, Hampden County, Massachusetts",35794,25,013,813000,25013813000,3
367,"Census Tract 8132.07, Hampden County, Massachusetts",29716,25,013,813207,25013813207,2
368,"Census Tract 8002.02, Hampden County, Massachusetts",22813,25,013,800202,25013800202,1
369,"Census Tract 8008, Hampden County, Massachusetts",11854,25,013,800800,25013800800,1
